"No.","Time","Source","Destination","Protocol","Length","Info"
"45001","1155.416460860","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","1374","Application Data [TCP segment of a reassembled PDU]"
"45002","1155.416510992","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2a04:4e42:25::760","TCP","86","58076  >  443 [ACK] Seq=1171 Ack=2733 Win=64256 Len=0 TSval=3758263340 TSecr=3854331056"
"45003","1155.417707734","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","2662","Application Data, Application Data"
"45004","1155.417707781","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","1374","Application Data [TCP segment of a reassembled PDU]"
"45005","1155.417758436","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2a04:4e42:25::760","TCP","86","58076  >  443 [ACK] Seq=1171 Ack=6597 Win=64256 Len=0 TSval=3758263341 TSecr=3854331056"
"45006","1155.419447446","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","1374","Application Data [TCP segment of a reassembled PDU]"
"45007","1155.420194981","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","2662","Application Data [TCP segment of a reassembled PDU]"
"45008","1155.420232363","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2a04:4e42:25::760","TCP","86","58076  >  443 [ACK] Seq=1171 Ack=10461 Win=64256 Len=0 TSval=3758263344 TSecr=3854331056"
"45009","1155.420877490","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","1374","Application Data [TCP segment of a reassembled PDU]"
"45010","1155.422016385","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","1374","Application Data [TCP segment of a reassembled PDU]"
"45011","1155.422016406","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","1374","Application Data [TCP segment of a reassembled PDU]"
"45012","1155.422055572","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2a04:4e42:25::760","TCP","86","58076  >  443 [ACK] Seq=1171 Ack=14325 Win=64256 Len=0 TSval=3758263345 TSecr=3854331059"
"45013","1155.423181113","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","1374","Application Data [TCP segment of a reassembled PDU]"
"45014","1155.423773016","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","702","Application Data"
"45015","1155.423773058","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","1374","443  >  58092 [ACK] Seq=773 Ack=1171 Win=145408 Len=1288 TSval=157883987 TSecr=3758263255 [TCP segment of a reassembled PDU]"
"45016","1155.423773907","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","2662","Application Data, Application Data"
"45017","1155.423809707","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2a04:4e42:25::760","TCP","86","58076  >  443 [ACK] Seq=1171 Ack=18189 Win=64256 Len=0 TSval=3758263347 TSecr=3854331059"
"45018","1155.423836473","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2a04:4e42:25::760","TCP","86","58092  >  443 [ACK] Seq=1171 Ack=2061 Win=64256 Len=0 TSval=3758263347 TSecr=157883987"
"45019","1155.424013433","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","1374","443  >  58092 [PSH, ACK] Seq=2061 Ack=1171 Win=145408 Len=1288 TSval=157883987 TSecr=3758263255 [TCP segment of a reassembled PDU]"
"45020","1155.424565422","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","2662","443  >  58092 [PSH, ACK] Seq=3349 Ack=1171 Win=145408 Len=2576 TSval=157883987 TSecr=3758263255 [TCP segment of a reassembled PDU]"
"45021","1155.424565496","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","1374","443  >  58092 [ACK] Seq=5925 Ack=1171 Win=145408 Len=1288 TSval=157883987 TSecr=3758263255 [TCP segment of a reassembled PDU]"
"45022","1155.424574928","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2a04:4e42:25::760","TCP","86","58092  >  443 [ACK] Seq=1171 Ack=7213 Win=64256 Len=0 TSval=3758263348 TSecr=157883987"
