"No.","Time","Source","Destination","Protocol","Length","Info"
"60001","2085.368363900","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","TLSv1.3","174","Application Data"
"60002","2085.368474176","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","TLSv1.3","209","Application Data, Application Data"
"60003","2085.368522573","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","TLSv1.3","2662","Application Data"
"60004","2085.370540475","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","TLSv1.3","1269","Application Data"
"60005","2085.409865915","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  36984 [ACK] Seq=5889 Ack=13050 Win=94464 Len=0 TSval=1424457981 TSecr=3837785381"
"60006","2085.409987401","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  36984 [ACK] Seq=5889 Ack=13173 Win=94464 Len=0 TSval=1424457981 TSecr=3837785381"
"60007","2085.411588065","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","125","Application Data"
"60008","2085.411612193","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","TCP","86","36984  >  443 [ACK] Seq=16932 Ack=5928 Win=64256 Len=0 TSval=3837785424 TSecr=1424457981"
"60009","2085.423803527","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  36984 [ACK] Seq=5928 Ack=14461 Win=97024 Len=0 TSval=1424457995 TSecr=3837785381"
"60010","2085.424408833","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  36984 [ACK] Seq=5928 Ack=15749 Win=99840 Len=0 TSval=1424457996 TSecr=3837785381"
"60011","2085.433993191","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  36984 [ACK] Seq=5928 Ack=16932 Win=102400 Len=0 TSval=1424458005 TSecr=3837785383"
"60012","2085.705193638","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","154","Application Data"
"60013","2085.705193944","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","318","Application Data"
"60014","2085.705193998","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","251","Application Data"
"60015","2085.705194046","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","125","Application Data"
"60016","2085.705194093","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","154","Application Data"
"60017","2085.705194144","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","328","Application Data"
"60018","2085.705194189","2600:1901:1:916::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","208","Application Data"
"60019","2085.705222097","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","TCP","86","36984  >  443 [ACK] Seq=16932 Ack=5996 Win=64256 Len=0 TSval=3837785718 TSecr=1424458144"
"60020","2085.705247339","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","TCP","86","36984  >  443 [ACK] Seq=16932 Ack=6228 Win=64128 Len=0 TSval=3837785718 TSecr=1424458144"
"60021","2085.705258394","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","TCP","86","36984  >  443 [ACK] Seq=16932 Ack=6393 Win=64000 Len=0 TSval=3837785718 TSecr=1424458144"
