"No.","Time","Source","Destination","Protocol","Length","Info"
"55001","1770.773875566","2606:4700:9c61:a18:c63b:485:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  58616 [ACK] Seq=4767 Ack=38184 Win=106496 Len=0 TSval=3691689039 TSecr=2443228895"
"55002","1770.778884003","2606:4700:9c61:a18:c63b:485:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  47822 [ACK] Seq=219 Ack=621 Win=57344 Len=0 TSval=2699076054 TSecr=2443229207"
"55003","1770.789128947","2606:4700:9c61:a18:c63b:485:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  47822 [ACK] Seq=219 Ack=1909 Win=57344 Len=0 TSval=2699076064 TSecr=2443229207"
"55004","1770.799925527","2606:4700:9c61:a18:c63b:485:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  47822 [ACK] Seq=219 Ack=3197 Win=57344 Len=0 TSval=2699076074 TSecr=2443229207"
"55005","1770.799925900","2606:4700:9c61:a18:c63b:485:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  47822 [ACK] Seq=219 Ack=3496 Win=57344 Len=0 TSval=2699076075 TSecr=2443229208"
"55006","1770.876924038","2606:4700:9c61:a18:c63b:485:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","98","[TCP Window Update] 443  >  47822 [ACK] Seq=219 Ack=3496 Win=65536 Len=0 TSval=2699076149 TSecr=2443229208 SLE=557 SRE=621"
"55007","1771.025884700","2606:4700:9c61:a18:c63b:485:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","98","[TCP Dup ACK 55005#1] 443  >  47822 [ACK] Seq=219 Ack=3496 Win=65536 Len=0 TSval=2699076285 TSecr=2443229208 SLE=557 SRE=621"
"55008","1771.025885195","2606:4700:9c61:a18:c63b:485:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","98","[TCP Dup ACK 55001#1] 443  >  58616 [ACK] Seq=4767 Ack=38184 Win=106496 Len=0 TSval=3691689290 TSecr=2443232938 SLE=37330 SRE=38184"
"55009","1771.051303971","2606:4700:9c61:a18:c63b:485:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","899","Application Data"
"55010","1771.051999802","2606:4700:9c61:a18:c63b:485:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","117","Application Data"
"55011","1771.055680899","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2606:4700:9c61:a18:c63b:485:72a1:ef17","TCP","86","58616  >  443 [ACK] Seq=38184 Ack=5611 Win=64256 Len=0 TSval=2443234887 TSecr=3691689318"
"55012","1771.056833629","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2606:4700:9c61:a18:c63b:485:72a1:ef17","TLSv1.3","121","Application Data"
"55013","1771.058874562","2606:4700:9c61:a18:c63b:485:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","958","Application Data"
"55014","1771.059250195","2606:4700:9c61:a18:c63b:485:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","117","Application Data"
"55015","1771.060945359","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2606:4700:9c61:a18:c63b:485:72a1:ef17","TCP","86","58616  >  443 [ACK] Seq=38219 Ack=6514 Win=64256 Len=0 TSval=2443234892 TSecr=3691689325"
"55016","1771.064947206","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2606:4700:9c61:a18:c63b:485:72a1:ef17","TLSv1.3","803","Application Data"
"55017","1771.410518148","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4002:820::2001","TCP","86","[TCP Keep-Alive] 33652  >  443 [ACK] Seq=1675 Ack=14915 Win=64256 Len=0 TSval=2675019216 TSecr=3376705931"
