"No.","Time","Source","Destination","Protocol","Length","Info"
"115001","6715.702501370","2404:6800:4007:816::2002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","86","Protected Payload (KP0)"
"115002","6715.702501730","2404:6800:4007:816::2002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","84","Protected Payload (KP0)"
"115003","6715.728008667","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:816::2002","QUIC","94","Protected Payload (KP0), DCID=f02dc3bd40e99b35"
"115004","6715.739668953","2409:40f4:100b:c1b6::42","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","DNS","215","Standard query response 0xd06f AAAA 41b3a6de3ec809022bbfcc03f8ad0b0d.safeframe.googlesyndication.com CNAME pagead-googlehosted.l.google.com AAAA 2404:6800:4007:82c::2001"
"115005","6715.739669669","2409:40f4:100b:c1b6::42","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","DNS","203","Standard query response 0x927c A 41b3a6de3ec809022bbfcc03f8ad0b0d.safeframe.googlesyndication.com CNAME pagead-googlehosted.l.google.com A 142.250.195.129"
"115006","6715.740632658","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:82c::2001","TCP","94","52238  >  443 [SYN] Seq=0 Win=64320 Len=0 MSS=1340 SACK_PERM=1 TSval=2540228735 TSecr=0 WS=128"
"115007","6715.756606893","2404:6800:4007:82a::2002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","86","Protected Payload (KP0)"
"115008","6715.794109336","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:82c::2001","TCP","94","52248  >  443 [SYN] Seq=0 Win=64320 Len=0 MSS=1340 SACK_PERM=1 TSval=2540228788 TSecr=0 WS=128"
"115009","6715.802998640","2404:6800:4007:82c::2001","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","94","443  >  52238 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 SACK_PERM=1 TSval=3997065173 TSecr=2540228735 WS=256"
"115010","6715.803056354","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:82c::2001","TCP","86","52238  >  443 [ACK] Seq=1 Ack=1 Win=64384 Len=0 TSval=2540228797 TSecr=3997065173"
"115011","6715.803569645","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:82c::2001","TLSv1.3","603","Client Hello"
"115012","6715.848809841","2404:6800:4007:82c::2001","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","94","443  >  52248 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 SACK_PERM=1 TSval=3997065224 TSecr=2540228788 WS=256"
"115013","6715.848852934","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:82c::2001","TCP","86","52248  >  443 [ACK] Seq=1 Ack=1 Win=64384 Len=0 TSval=2540228843 TSecr=3997065224"
"115014","6715.849176200","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:82c::2001","TLSv1.3","603","Client Hello"
"115015","6715.867418986","2404:6800:4007:82c::2001","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  52238 [ACK] Seq=1 Ack=518 Win=66816 Len=0 TSval=3997065238 TSecr=2540228798"
"115016","6715.903613990","2404:6800:4007:82c::2001","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","2502","Server Hello, Change Cipher Spec"
"115017","6715.903614301","2404:6800:4007:82c::2001","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","1294","443  >  52238 [ACK] Seq=2417 Ack=518 Win=66816 Len=1208 TSval=3997065274 TSecr=2540228798 [TCP segment of a reassembled PDU]"
"115018","6715.903654727","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4007:82c::2001","TCP","86","52238  >  443 [ACK] Seq=518 Ack=2417 Win=62080 Len=0 TSval=2540228898 TSecr=3997065274"
